node_id,clustering_coefficient
australianchristianfascists,0.2747747747747748
CharlieKirk,0.2721685689201054
MichaelJLindell,0.27137254901960783
NSM88AusNz,0.26785714285714285
womanhate,0.26744186046511625
ENDHUMANTRAFFICKING,0.263768115942029
TheAustraliaProject,0.2636363636363636
WeTheMedia,0.2634554500226142
veryreasonable,0.26277702397105385
lauratowler,0.2625
PatriotVoiceOfficial,0.2591346153846154
thepeoplesaudit,0.2586538461538462
TheParanormiesPresent,0.2573099415204678
bubbakate,0.25555555555555554
VoiceOfWales,0.2549019607843137
QNewsOfficialTV,0.2532790592492085
redpillpharmacist,0.25254303599374023
saintharrison,0.25
ResistingThyLies,0.25
eckvillefacts,0.25
ilfrittomisto,0.25
studentsagainsttyrannyofficial,0.24615384615384617
theprofessorsrecord,0.24612612612612614
OffgridiIreland,0.24166666666666667
TruthExtra,0.2361111111111111
dotconnectinganons,0.23591772151898735
agentsoftruth,0.23390151515151514
joeoltmann,0.23239917976760083
westcoast_intel,0.23232028053769727
candlesinthenight,0.23219874804381846
TEXASvsUSA,0.23118279569892472
FuryRoad_Intel,0.2310946589106293
ArrestsIndictmentsJustice,0.23043818466353677
Vigilant_News,0.2295774647887324
covid19vaccinevictims,0.22946859903381642
australiaforfreedom,0.22934472934472935
two_majors,0.22857142857142856
lifesitetelegram,0.22794612794612795
the_Right_People,0.22727272727272727
RealTyphus,0.22527472527472528
yuriwarnedus,0.22525439407955597
VoterApathyParty01,0.22083333333333333
realKariLake,0.2195715676728335
loomeredofficial,0.21890756302521008
unwashed2020,0.21794871794871795
UnityNewsNetwork,0.21666666666666667
Not_On_The_Beeb,0.2156448202959831
madTparty,0.21379310344827587
DismantlingTheCabal,0.21230342275670674
RedPillDealer4833,0.2122877122877123
AussieCossack,0.2118279569892473
linuxgram,0.2111111111111111
NTDNews,0.20305781175346393
PrivSecGoy,0.20175438596491227
vaccinechoiceaustralia,0.2
prowhitefam2,0.2
findyourfriendspei,0.2
russiawaytogo,0.2
Mrswilkesmythvsreality,0.2
didyouknow_ink,0.1967741935483871
threepn2,0.19583333333333333
shadowman_311,0.19047619047619047
staatsversagen,0.19047619047619047
infowarslive,0.19047619047619047
markacollett,0.19021739130434784
AltSkull48,0.18658536585365854
MurderTheMedia,0.1849894291754757
pbfcks,0.18055555555555555
WARPIGmemes,0.1801470588235294
nationalpulse,0.1796092796092796
turingpont,0.17894736842105263
robinmg,0.17546948356807512
Qrashthematrix,0.17428136303064914
informationliberation,0.1686868686868687
stayfreeworld,0.16666666666666666
QuebecReveille,0.16666666666666666
tennesseeneighborsforliberty,0.16666666666666666
eltern_stehen_auf,0.16666666666666666
thexyztelegram,0.16666666666666666
internationalreporters,0.16666666666666666
nixjeelvy,0.16666666666666666
PrivSecGoys,0.1619047619047619
randomanonch1,0.16013071895424835
whitelaborstrikeww,0.15873015873015872
EurasianChoice,0.15576923076923077
followsthewhiterabbit,0.15515309932785662
EternalMuscovite,0.15454545454545454
ViroLIEgy,0.15384615384615385
EastApp,0.15079365079365079
HuxDeluxe,0.15024630541871922
naomiseibt,0.15
shaunattwood,0.15
CheckMateNews,0.14743589743589744
morrakiu,0.14396456256921372
Jack_Posobiec,0.14348387096774193
RA_Ludwig,0.14285714285714285
CyberspecNews,0.1388888888888889
BannonWarRoom,0.1371124031007752
uncut_news,0.13333333333333333
epochtimes,0.13039001937984496
realKarliBonne,0.12893653100775193
ausmed51,0.125
pjwnews,0.1192889317889318
COMBAT_FOOTAGE,0.11904761904761904
TraditionalBritainGroup,0.10191518467852258
WWG1WGAWORLDWIDE,0.09722222222222222
UncleSamsNYPBs,0.06666666666666667
vxunderground,0.0
hfireland,0.0
sadefenza,0.0
Dayna_Teaches,0.0
CerFunhouse,0.0
GREATAWAKENED,0.0
Anons17,0.0
reconquistahelvetica,0.0
canalexrp,0.0
Divuhim0,0.0
SaveKC,0.0
ApocaypticProphetsResurrected,0.0
NASBUR,0.0
Chrisyapinementpasofficiel,0.0
BoganChristainLobby,0.0
csources,0.0
Soldados,0.0
EgountchiBehanzinOfficiel,0.0
DF_P1,0.0
ColumbusProudBoys,0.0
BreakTheBrokenConsensus,0.0
intelligenceforthepeople,0.0
whatskraken21,0.0
TruckersForFreedomGlobal,0.0
alexmakus,0.0
CrimeaVoice,0.0
zoonovosti,0.0
bestimeline,0.0
channelredline,0.0
trut2022,0.0
worstimeline,0.0
qresearch_at,0.0
NazBol,0.0
critpunk,0.0
tkrofficial,0.0
sandmanproject,0.0
Damhistory,0.0
KyTakes,0.0
anti_semitic,0.0
BANNEDdotVIDEO,0.0
ntvnews,0.0
anarcocapitalismoac,0.0
ourwarstoday,0.0
NOZTLITALIA,0.0
thetruegoldenage,0.0
quantin_vic,0.0
immigrantcast,0.0
healingthebody,0.0
ProudlyPointless,0.0
blognot,0.0
WashougalMoms,0.0
VerifyQus,0.0
JustTheSauce,0.0
ByobluOfficial,0.0
unshacklethemitten,0.0
everythingamerican,0.0
FallawsophyJFD,0.0
Oriental_Review,0.0
aerial2023,0.0
kedr2earth,0.0
krothrock,0.0
vinniesanders,0.0
pond_of_Slime,0.0
GurkenpaulesEinflugschneise,0.0
joinRESISTANCEChannel,0.0
Ukraine_vs_Russia_Live,0.0
NewEasternOutlook,0.0
ihateliberals,0.0
thewowchannel,0.0
Grumpy_Rabbit,0.0
vestnikRus,0.0
posadacarriles1959,0.0
awakeningproject,0.0
gaychannellessgoo,0.0
Axe_de_la_Resistance,0.0
GermaniaPost,0.0
russosphere,0.0
DownTheRabbitHoleagain,0.0
redpillresistance,0.0
GOrwellBeyond1984,0.0
Demotermine,0.0
islamophobiawatch,0.0
coronadatencheck,0.0
RT_DE_oz,0.0
thingsyoumightbeinterestedin,0.0
TFC_8,0.0
twicetoldtales,0.0
Hyer971,0.0
EpochTimesAU,0.0
kcConvoy,0.0
kiritoposting,0.0
yzheleznyak,0.0
VolksentscheidMF,0.0
Fx99999infox99999,0.0
InfoGeoLiveNews,0.0
nationephraim,0.0
meskob,0.0
taungpawtharchannel,0.0
chinaposter,0.0
valopaljastaa,0.0
xdaynewsRED,0.0
Ukraine_Russland_Krieg_2022,0.0
DieWahrheitKommt,0.0
freedomgibraltar,0.0
mehrnews,0.0
AllPatriotsNetwork,0.0
begtin,0.0
joonigger,0.0
GraceFlows17,0.0
r_antiwork,0.0
USRBO,0.0
CheLineTv,0.0
accendiilcervello,0.0
medusanewsfeed,0.0
VictoryDrones2023,0.0
bionchannel,0.0
Absurdistan1,0.0
Trump2021news,0.0
aktuellekrise,0.0
redPillAwaken,0.0
last2004,0.0
PAWales,0.0
PowerEnergetics,0.0
beatricepiraccini1972,0.0
wolframiumZ,0.0
aqtzq17,0.0
natalibera25,0.0
BrooklynGuru393,0.0
freedomeandjustice,0.0
PATRIOTCHRISTIANNEWS,0.0
rusofobiadaily,0.0
sanbartolomeozerodosi,0.0
fljeeper71DVA,0.0
Freeyourmindkanal,0.0
investigativnyblogSK,0.0
seyedjavadmiri,0.0
wrmbr,0.0
OuestFrance,0.0
katakdirebus,0.0
SAScorp,0.0
tagesschau,0.0
FreyjasBulletinInternational,0.0
Tinktweets45,0.0
Laut_er_staerke,0.0
AmericaFirstAudits,0.0
My_Name_Is_MarQ_1111,0.0
InfoWelle,0.0
GaniAbadan,0.0
galaxyverge,0.0
cttevent,0.0
AuditTheVoteKansas,0.0
average_clustering,0.1928664909107605
