Node,Degree,Betweenness,Closeness,Authority,Eigenvector,Openness
HuxDeluxe,64,0.0,0.0019049319879751,2.998694655493744e-05,0.0103272847011297,0.01042932503301495
ntvnews,64,0.0,0.0019049319879751,-1.0762890022544693e-17,0.0103272847011297,0.010416092587489786
Brandenburg4MI,62,0.0,0.0018454028633508,0.0002816146453643,0.0100049168397789,0.010209692067989676
EternalMuscovite,62,0.0,0.0018454028633508,1.087030324869008e-05,0.0100049168397789,0.010090219758539087
TheBlazeTV,60,0.0,0.0017858737387266,0.000470091666806,0.0096825489784282,0.00996219238113572
Blazenherb,59,0.0,0.0017561091764145,0.0010655257405304,0.0095213650477528,0.010059606869086897
findyourfriendspei,59,0.0,0.0017561091764145,8.560362534324778e-06,0.0095213650477528,0.009593196033936066
TheParanormiesPresent,58,0.0,0.0017263446141024,4.565895683682533e-05,0.0093601811170774,0.009444231858335147
freestatecolorado,57,0.0,0.0016965800517903,0.0005791389795327,0.009198997186402,0.009514307663976807
lauratowler,57,0.0,0.0016965800517903,3.311039802726381e-05,0.009198997186402,0.00927335970861519
TeslaStockWatch,57,0.0,0.0016965800517903,8.872085557212784e-05,0.009198997186402,0.009297899131085011
TEXASvsUSA,57,0.0,0.0016965800517903,0.0010507811514353,0.009198997186402,0.009722430866372053
TheHighWire,55,0.0,0.0016370509271661,0.0002638765588842,0.0088766293250513,0.009044521099260166
AmericasAuditForce,54,0.0,0.001607286364854,0.0006892030576905,0.0087154453943759,0.009066871618480922
ResistingThyLies,54,0.0,0.001607286364854,9.266996232711798e-06,0.0087154453943759,0.008766833837796991
SGTnewsNetwork,53,0.0,0.0015775218025418,0.0013133904564133,0.0085542614637005,0.009176974187427805
VoiceOfWales,52,0.0,0.0015477572402297,5.778357320540333e-05,0.0083930775330251,0.008457573312648726
ElectionFraud20_org,51,0.0,0.0015179926779176,0.0013025751029603,0.0082318936023498,0.008841532052364185
BrittRepublican,51,0.0,0.0015179926779176,0.000843444130917,0.0082318936023498,0.008638929711197316
leohohmann,50,0.0,0.0014882281156055,0.0001710617786608,0.0080707096716744,0.008176890379402139
SpecialQForces,48,0.0,0.0014286989909813,0.0010497494407387,0.0077483418103236,0.008233962372974865
mgshowchannel,47,0.0,0.0013989344286692,0.0010950351690158,0.0075871578796482,0.008088610962819324
SSG_Cue,47,0.0,0.0013989344286692,0.0014521313089009,0.0075871578796482,0.00824618803421661
MDeLaBrox,46,0.0,0.0013691698663571,7.118330949240016e-06,0.0074259739489729,0.007443207264891176
eltern_stehen_auf,46,0.0,0.0013691698663571,9.163289047081547e-09,0.0074259739489729,0.007440070177438127
Airstrip1news,45,0.0,0.001339405304045,0.0001950012721899,0.0072647900182975,0.007360780229150443
coronadatencheck,45,0.0,0.001339405304045,4.139573085594113e-18,0.0072647900182975,0.007274731330945282
yzheleznyak,45,0.0,0.001339405304045,5.381445011272346e-18,0.0072647900182975,0.007274731330945283
canalartedaguerra,44,0.0,0.0013096407417328,5.3800506777004976e-08,0.0071036060876221,0.0071094202687082
CyberspecNews,43,0.0,0.0012798761794207,3.890260103179299e-06,0.0069424221569467,0.006945778393770918
agentsoftruth,43,0.0,0.0012798761794207,0.0002071643785776,0.0069424221569467,0.007035477879994351
ConservativeDaily,43,0.0,0.0012798761794207,0.0002258792914423,0.0069424221569467,0.0070437362755110975
GeneralFlynnExposed,42,0.0,0.0012501116171086,0.0003459276909393,0.0067812382262713,0.006931375652610946
the_Right_People,42,0.0,0.0012501116171086,1.798553203913516e-05,0.0067812382262713,0.006786663461087904
two_majors,41,0.0,0.0012203470547965,0.0001244132101569,0.006620054295596,0.006668292374490395
eastcoast_intel,41,0.0,0.0012203470547965,0.0004464445716312,0.006620054295596,0.006810396287614544
yuriwarnedus,41,0.0,0.0012203470547965,0.000119234530662,0.006620054295596,0.006666007160349536
angrysaffron,40,0.0,0.0011905824924844,-3.932594431314407e-18,0.0064588703649206,0.006448057316065054
Davidscave,40,0.0,0.0011905824924844,0.0001044910495258,0.0064588703649206,0.006494166449523634
ViroLIEgy,40,0.0,0.0011905824924844,1.883116010179368e-05,0.0064588703649206,0.006456367008409558
ilfrittomisto,40,0.0,0.0011905824924844,9.49828163712573e-06,0.0064588703649206,0.006452248656257551
shadowman_311,38,0.0,0.0011310533678602,5.65169499757374e-07,0.0061365025035698,0.006117637104448804
UkPatriotsForFreedom,37,0.0,0.0011012888055481,0.0003119163140676,0.0059753185728944,0.006089693317665179
manniefabian,37,0.0,0.0011012888055481,3.110752271769452e-05,0.0059753185728944,0.005965779833252362
pond_of_Slime,36,0.0,0.001071524243236,-4.9674877027129365e-18,0.0058141346422191,0.00578671810416103
thevoiduk,35,0.0,0.0010417596809238,1.4686878661316642e-05,0.0056529507115437,0.005627864231861267
ArizonaRedRoots,35,0.0,0.0010417596809238,0.0006697280739964,0.0056529507115437,0.005916916567287498
midwest_intel,35,0.0,0.0010417596809238,8.003172090650278e-05,0.0056529507115437,0.005656699180553872
VoterApathyParty01,35,0.0,0.0010417596809238,8.163898326496931e-07,0.0056529507115437,0.005621743552401743
alexmakus,35,0.0,0.0010417596809238,2.482437588371443e-11,0.0056529507115437,0.005621383312139172
stewpeters,34,0.0,0.0010119951186117,0.0003728935073701,0.0054917667808683,0.005620596529597085
chinaposter,34,0.0,0.0010119951186117,-1.4074548491019982e-17,0.0054917667808683,0.005456048498208812
unwashed2020,34,0.0,0.0010119951186117,0.0001380671737781,0.0054917667808683,0.00551697388627673
jeffrey_peterson,33,0.0,0.0009822305562996,0.0003326264732193,0.0053305828501929,0.005437492950634361
TheAustraliaProject,33,0.0,0.0009822305562996,9.815299907942976e-06,0.0053305828501929,0.005295044927194251
awakened_144000,32,0.0,0.0009524659939875,9.959583911853597e-05,0.0051693989195175,0.005169327898977231
ArizonaAuditLiveFeeds,32,0.0,0.0009524659939875,0.00055863548262,0.0051693989195175,0.005371889939276769
Cat_The_Great,32,0.0,0.0009524659939875,0.0009789650782512,0.0051693989195175,0.005557370260409565
trooper_channel,32,0.0,0.0009524659939875,0.0003027438689492,0.0051693989195175,0.005258971745620728
trumprepublicans,32,0.0,0.0009524659939875,0.0004640180921259,0.0051693989195175,0.00533013779011573
FaireTesRecherches,32,0.0,0.0009524659939875,3.622126449894848e-19,0.0051693989195175,0.005125378892256789
mehrnews,32,0.0,0.0009524659939875,-1.4902463108138806e-17,0.0051693989195175,0.005125378892256782
worldwire,31,0.0,0.0009227014316754,2.371324217762292e-05,0.0050082149888422,0.004970508115178391
felixrex,31,0.0,0.0009227014316754,0.0001485562564636,0.0050082149888422,0.0050255980318095915
NOZTLITALIA,31,0.0,0.0009227014316754,2.3840496703329816e-10,0.0050082149888422,0.004960044194482608
pbfcks,30,0.0,0.0008929368693633,2.3155881155390743e-06,0.0048470310581668,0.004795731094028413
randomanonch1,30,0.0,0.0008929368693633,0.0001438605544387,0.0048470310581668,0.004858191139862031
dolgarevaanna,29,0.0,0.0008631723070512,-1.0762890022544693e-17,0.0046858471274914,0.004629374483328774
nixjeelvy,27,0.0,0.000803643182427,5.609473780245098e-06,0.0043634792661406,0.00430118018962923
stayfreeworld,27,0.0,0.000803643182427,-1.966297215657204e-18,0.0043634792661406,0.00429870487737675
turingpont,27,0.0,0.000803643182427,1.935979363244691e-05,0.0043634792661406,0.004307247841701256
ButusovPlus,27,0.0,0.000803643182427,-1.1590804639663514e-17,0.0043634792661406,0.0042987048773767455
VictoryDrones2023,27,0.0,0.000803643182427,-1.6558292342376453e-18,0.0043634792661406,0.00429870487737675
PrivSecGoy,26,0.0,0.0007738786201148,0.0001530488366854,0.0042022953354652,0.004200906473627399
Demotermine,26,0.0,0.0007738786201148,-1.966297215657204e-18,0.0042022953354652,0.004133370074400549
UncleSamsNYPBs,26,0.0,0.0007738786201148,4.660144984041893e-07,0.0042022953354652,0.00413357571425964
ElectionEducation,25,0.0,0.0007441140578027,0.001201266305963,0.0040411114047899,0.004498122285310503
wethepatriotsusa,25,0.0,0.0007441140578027,0.0001670988316273,0.0040411114047899,0.004041771561405779
WARPIGmemes,25,0.0,0.0007441140578027,0.0001531745521537,0.0040411114047899,0.004035627145558906
GBBNews23,25,0.0,0.0007441140578027,3.028142393634338e-05,0.0040411114047899,0.003981397662021018
kedr2earth,25,0.0,0.0007441140578027,3.3116584684752906e-18,0.0040411114047899,0.003968035271424571
OstanniyCapitalist,25,0.0,0.0007441140578027,-6.623316936950581e-18,0.0040411114047899,0.003968035271424567
madam_secretar,25,0.0,0.0007441140578027,1.966297215657204e-18,0.0040411114047899,0.00396803527142457
AFPP_US,24,0.0,0.0007143494954906,0.0002306617872313,0.0038799274741145,0.0039044854077281213
COMBAT_FOOTAGE,24,0.0,0.0007143494954906,2.0093965496424643e-05,0.0038799274741145,0.00381156740337735
thexyztelegram,24,0.0,0.0007143494954906,7.04737478125126e-06,0.0038799274741145,0.003805810288340269
exposingthelies,24,0.0,0.0007143494954906,0.000131625262703,0.0038799274741145,0.003860783211726909
Mrswilkesmythvsreality,24,0.0,0.0007143494954906,0.0001236898512704,0.0038799274741145,0.0038572815247742464
deutschlandstehtauf,24,0.0,0.0007143494954906,1.2931452144994566e-06,0.0038799274741145,0.003803271099192024
critpunk,24,0.0,0.0007143494954906,-1.2418719256782341e-18,0.0038799274741145,0.0038027004684485547
blacklistedresearch,23,0.0,0.0006845849331785,8.951089700399696e-05,0.0037187435434391,0.003676864454265308
politische_bildersprueche,23,0.0,0.0006845849331785,8.7901085764839e-05,0.0037187435434391,0.0036761540871897897
Axe_de_la_Resistance,23,0.0,0.0006845849331785,-3.5186371227549955e-18,0.0037187435434391,0.003637365665472539
zoonovosti,23,0.0,0.0006845849331785,3.5186371227549955e-18,0.0037187435434391,0.0036373656654725426
australianchristianfascists,22,0.0,0.0006548203708664,9.237734187393376e-05,0.0035575596127637,0.003512794537513131
sadefenza,22,0.0,0.0006548203708664,-1.1590804639663514e-17,0.0035575596127637,0.003472030862496521
RakshaDemography,22,0.0,0.0006548203708664,-7.865188862628814e-18,0.0035575596127637,0.003472030862496522
vaccinechoiceaustralia,21,0.0,0.0006250558085543,3.011995129055245e-05,0.0033963756820883,0.00331998719651382
DineshJDSouza,21,0.0,0.0006250558085543,0.0001477274868498,0.0033963756820883,0.003371884287962754
yaroslavivval,21,0.0,0.0006250558085543,-2.2767651970767618e-18,0.0033963756820883,0.0033066960595205105
JennyBethM,20,0.0,0.0005952912462422,3.792494931762754e-05,0.003235191751413,0.003158096532507708
TheTrumpist,20,0.0,0.0005952912462422,0.0002998245971744,0.003235191751413,0.0032736659125702583
thetruegoldenage,20,0.0,0.0005952912462422,4.553530394153524e-18,0.003235191751413,0.0031413612565445335
GeoChem,20,0.0,0.0005952912462422,1.5702469853775e-05,0.003235191751413,0.0031482903407235377
uncut_news,20,0.0,0.0005952912462422,6.64827845457246e-08,0.003235191751413,0.0031413905936370306
Chrisyapinementpasofficiel,20,0.0,0.0005952912462422,7.865188862628814e-18,0.003235191751413,0.0031413612565445352
covidvaxinjury,19,0.0,0.0005655266839301,0.0002185509212416,0.0030740078207376,0.003072467188356384
threepn2,19,0.0,0.0005655266839301,2.3502425055077974e-07,0.0030740078207376,0.0029761301635473506
sitreports,19,0.0,0.0005655266839301,1.1966204521713458e-06,0.0030740078207376,0.002976554490490136
rtnews,18,0.0,0.000535762121618,1.0566609521623922e-05,0.0029128238900622,0.0028153544155934116
levangudadzeopinion,18,0.0,0.000535762121618,9.89590944148418e-06,0.0029128238900622,0.0028150584534067345
EnochsNewsBlast,18,0.0,0.000535762121618,0.0003157260139382,0.0029128238900622,0.002950013180800945
Osiride1,18,0.0,0.000535762121618,1.1877734180603768e-10,0.0029128238900622,0.002810691703005798
AuditWINews,17,0.0,0.0005059975593058,0.0001248461418937,0.0027516399593868,0.002700448144377979
southafricanminorityunion,17,0.0,0.0005059975593058,2.659668998546072e-07,0.0027516399593868,0.0026454742117669795
PatrioticAlternativeOfficial,17,0.0,0.0005059975593058,4.130888389799248e-06,0.0027516399593868,0.002647179699285724
FollowTheData,17,0.0,0.0005059975593058,0.0001333841553145,0.0027516399593868,0.0027042157436324354
anna_news,17,0.0,0.0005059975593058,-5.795402319831757e-18,0.0027516399593868,0.0026453568476163
NSM88AusNz,16,0.0,0.0004762329969937,5.61834728470424e-07,0.0025904560287114,0.0024802699674297923
rockymountain_intel,16,0.0,0.0004762329969937,0.0002424350454921,0.0025904560287114,0.002587002211059911
PatrioticChris,16,0.0,0.0004762329969937,1.883464328885466e-05,0.0025904560287114,0.0024883332740230114
indianhate,16,0.0,0.0004762329969937,5.993764445079729e-07,0.0025904560287114,0.002480286533595056
saintharrison,16,0.0,0.0004762329969937,6.198668071861699e-06,0.0025904560287114,0.0024827573527330666
MoskRussia,16,0.0,0.0004762329969937,5.174466356992641e-19,0.0025904560287114,0.002480022044640288
joeygilbertinc,16,0.0,0.0004762329969937,3.9395411737919845e-07,0.0025904560287114,0.0024801958861612335
vdobrasil,16,0.0,0.0004762329969937,3.555405224858551e-11,0.0025904560287114,0.0024800220603293497
BerezaJuice,16,0.0,0.0004762329969937,-2.690722505636173e-18,0.0025904560287114,0.002480022044640287
EgountchiBehanzinOfficiel,16,0.0,0.0004762329969937,-7.76169953548896e-19,0.0025904560287114,0.0024800220446402873
AmishPill,15,0.0,0.0004464684346816,6.944911290406919e-06,0.002429272098036,0.002317751847130488
eckvillefacts,15,0.0,0.0004464684346816,2.207462348867298e-07,0.002429272098036,0.002314784651132845
tennesseeneighborsforliberty,15,0.0,0.0004464684346816,1.2304012183329294e-10,0.002429272098036,0.0023146872959586206
RealTyphus,15,0.0,0.0004464684346816,2.777853962156498e-06,0.002429272098036,0.0023159130350662036
GurkenpaulesEinflugschneise,15,0.0,0.0004464684346816,-1.6558292342376453e-18,0.002429272098036,0.002314687241664272
RSN04,15,0.0,0.0004464684346816,0.0002856056443069,0.002429272098036,0.0024407174502767133
piratepartyru,15,0.0,0.0004464684346816,-5.691912992691905e-19,0.002429272098036,0.0023146872416642725
unshacklethemitten,15,0.0,0.0004464684346816,-1.1383825985383809e-18,0.002429272098036,0.002314687241664272
anchabaranova,15,0.0,0.0004464684346816,-4.9674877027129365e-18,0.002429272098036,0.0023146872416642704
covid19negativereactions,14,0.0,0.0004167038723695,1.1543929760349016e-05,0.0022680881673607,0.002154446469233224
NoVaccineCoercion,14,0.0,0.0004167038723695,8.402106922989817e-06,0.0022680881673607,0.002153060066003776
lucindaribeiro_pt,14,0.0,0.0004167038723695,9.985985372001808e-06,0.0022680881673607,0.0021537589896256466
ausmed51,14,0.0,0.0004167038723695,2.490443160779549e-07,0.0022680881673607,0.002149462335350822
InfoGeoLiveNews,14,0.0,0.0004167038723695,2.4837438513564683e-18,0.0022680881673607,0.0021493524386882934
Ukraine_Russland_Krieg_2022,14,0.0,0.0004167038723695,7.76169953548896e-19,0.0022680881673607,0.002149352438688293
joinRESISTANCEChannel,14,0.0,0.0004167038723695,-3.3116584684752906e-18,0.0022680881673607,0.0021493524386882908
NazBol,14,0.0,0.0004167038723695,3.641784448611789e-08,0.0022680881673607,0.002149368508918798
Chossingston,14,0.0,0.0004167038723695,1.3462541065740285e-07,0.0022680881673607,0.0021494118453174254
s4illimati,14,0.0,0.0004167038723695,-4.553530394153524e-18,0.0022680881673607,0.0021493524386882903
Kharkov_Perviy,14,0.0,0.0004167038723695,5.381445011272346e-18,0.0022680881673607,0.002149352438688295
theambermayshow,13,0.0,0.0003869393100574,3.158316267292677e-05,0.0021069042366853,0.001997954449145952
auditthevotepa,13,0.0,0.0003869393100574,0.000123977284453,0.0021069042366853,0.002038725528690841
CASADELSOLETV,13,0.0,0.0003869393100574,2.5872331784963202e-20,0.0021069042366853,0.0019840176357122778
intelligenceforthepeople,13,0.0,0.0003869393100574,9.35002857601031e-06,0.0021069042366853,0.0019881435557543223
bubbakate2,13,0.0,0.0003869393100574,1.262450524744832e-06,0.0021069042366853,0.0019845747217018864
vinniesanders,13,0.0,0.0003869393100574,-5.381445011272346e-18,0.0021069042366853,0.0019840176357122756
News4AChange,12,0.0,0.0003571747477453,5.415428898166482e-05,0.0019457203060099,0.001842579686575341
OffTheGridOfficial,12,0.0,0.0003571747477453,5.238376577284118e-05,0.0019457203060099,0.0018417984015629153
patriotforceca,12,0.0,0.0003571747477453,0.0001327566858341,0.0019457203060099,0.0018772648430847318
GaleDribblesHouseofWaxPolitics,12,0.0,0.0003571747477453,4.152147699227699e-07,0.0019457203060099,0.0018188660560202407
GeorgiaAudit,12,0.0,0.0003571747477453,4.5221970231248194e-05,0.0019457203060099,0.001838638090819278
Richardcitizenjournalists,12,0.0,0.0003571747477453,1.7235404894326353e-05,0.0019457203060099,0.001826288360559858
russlandsdeutsche,12,0.0,0.0003571747477453,4.657019721293377e-19,0.0019457203060099,0.0018186828327362635
nikastrizhak,12,0.0,0.0003571747477453,-8.279146171188226e-18,0.0019457203060099,0.0018186828327362598
NEVoterAccuracyProject,12,0.0,0.0003571747477453,3.256434003772847e-05,0.0019457203060099,0.0018330526137615686
Dugin_Aleksandr,12,0.0,0.0003571747477453,1.7478520340933045e-05,0.0019457203060099,0.0018263956409692744
CafeRevolution,12,0.0,0.0003571747477453,8.660364416138915e-08,0.0019457203060099,0.0018187210486313547
jurnko,12,0.0,0.0003571747477453,-3.104679814195584e-18,0.0019457203060099,0.0018186828327362617
KB_Announcments,12,0.0,0.0003571747477453,-7.451231554069403e-18,0.0019457203060099,0.00181868283273626
dies6,12,0.0,0.0003571747477453,7.761699535488962e-20,0.0019457203060099,0.0018186828327362633
annashafran,12,0.0,0.0003571747477453,-2.2767651970767618e-18,0.0019457203060099,0.0018186828327362626
orfosvinstvo,12,0.0,0.0003571747477453,4.139573085594113e-18,0.0019457203060099,0.0018186828327362652
JosefSternInformazioniLibere,11,0.0,0.0003274101854332,1.1862091810202309e-10,0.0017845363753345,0.001653348082104519
brienjames,11,0.0,0.0003274101854332,1.5966206096541616e-05,0.0017845363753345,0.001660393493760022
nickmon1112,11,0.0,0.0003274101854332,0.0001035599427838,0.0017845363753345,0.0016990462904672744
ProudlyPointless,11,0.0,0.0003274101854332,-1.2418719256782341e-18,0.0017845363753345,0.001653348029760248
